Moscou; 2; Chambre; Bricolage, Babysitting; Pas d animaux, Non fumeur; Piscine, Blanchissage; Transfert possible; Pension complète; 29/7/2023; 30/7/2023; -99; 21; 2; 0
Strasbourg; 4; Chambre; Bricolage, Jardinage; Non fumeur, Pas d animaux; Balade à cheval, Piscine; Transfert possible; Demi-pension; 23/2/2024; 24/2/2024; -99; 53; 1; 7104
Berlin; 2; Cabane dans un arbre; Promener les chiens; Pas d animaux; Blanchissage, Parking; Pas de transfert; Pension complète; 20/11/2024; 21/11/2024; -99; 92; 2; 7105
Marseille; 2; Chambre; Jardinage, Babysitting; Pas d animaux; Blanchissage, Piscine; Pas de transfert; Petit déjeuner; 21/9/2024; 22/9/2024; -99; 97; 1; 7106
Marseille; 4; Tente; Jardinage, Babysitting; Pas d animaux; Parking, Blanchissage, Piscine; Transfert possible; Demi-pension; 27/11/2022; 28/11/2022; -99; 4; 1; 7107
Avignon; 5; Tente; Bricolage; Pas d animaux; Parking, Wifi, Blanchissage; Pas de transfert; Pension complète; 21/6/2022; 22/6/2022; -99; 46; 1; 7108
Moscou; 6; Cabane dans un arbre; Donner des cours d anglais, Bricolage; Pas d animaux; Balade à cheval, Wifi, Parking; Pas de transfert; Petit déjeuner; 23/6/2023; 24/6/2023; -99; 26; 1; 7109
Draguignan; 5; Tente; Jardinage; Pas d animaux, Non fumeur; Parking, Blanchissage, Wifi; Pas de transfert; Demi-pension; 22/10/2022; 23/10/2022; -99; 53; 3; 7110
Paris; 5; Chambre; Babysitting, Promener les chiens; ; Balade à cheval; Pas de transfert; Petit déjeuner; 1/5/2022; 16/5/2022; -99; 62; 2; 7111
Seville; 2; Cabane dans un arbre; Babysitting, Bricolage; Pas d animaux; Wifi, Piscine; Transfert possible; Demi-pension; 20/3/2024; 31/3/2024; -99; 43; 3; 7112
Strasbourg; 6; Tente; Bricolage; Pas d animaux; Balade à cheval, Parking, Blanchissage; Transfert possible; Demi-pension; 4/9/2024; 27/9/2024; -99; 19; 2; 7113
Avignon; 6; Cabane dans un arbre; Promener les chiens; Non fumeur; Parking, Blanchissage; Pas de transfert; Demi-pension; 7/1/2024; 8/1/2024; -99; 36; 1; 7114
Strasbourg; 4; Cabane dans un arbre; Donner des cours d anglais; Pas d animaux; Parking; Transfert possible; Demi-pension; 19/5/2023; 31/5/2023; -99; 82; 3; 7115
Marseille; 6; Chambre; Donner des cours d anglais; Non fumeur, Pas d animaux; Parking; Pas de transfert; Petit déjeuner; 16/9/2022; 17/9/2022; -99; 22; 1; 7116
Avignon; 6; Cabane dans un arbre; Jardinage; Non fumeur, Pas d animaux; Piscine; Transfert possible; Petit déjeuner; 8/11/2022; 10/11/2022; -99; 31; 3; 7117
Seville; 2; Cabane dans un arbre; Promener les chiens; ; Blanchissage, Piscine; Transfert possible; Petit déjeuner; 14/8/2022; 15/8/2022; -99; 15; 2; 7118
Seville; 3; Tente; Jardinage; ; Balade à cheval, Blanchissage; Transfert possible; Pension complète; 9/12/2022; 29/12/2022; -99; 30; 3; 7119
Toulouse; 5; Chambre; Donner des cours d anglais, Babysitting; Non fumeur; Parking, Piscine; Transfert possible; Petit déjeuner; 19/5/2022; 20/5/2022; -99; 29; 2; 7120
Berlin; 2; Cabane dans un arbre; Donner des cours d anglais; Pas d animaux; Blanchissage, Wifi, Piscine; Transfert possible; Demi-pension; 6/11/2022; 7/11/2022; -99; 53; 1; 7121
Berlin; 6; Cabane dans un arbre; Promener les chiens; Non fumeur; Wifi, Blanchissage; Pas de transfert; Pension complète; 25/7/2022; 28/7/2022; -99; 69; 1; 7122
Seville; 3; Cabane dans un arbre; Bricolage, Promener les chiens; ; Piscine; Pas de transfert; Demi-pension; 5/6/2023; 23/6/2023; -99; 72; 1; 7123
Chartres; 3; Tente; Jardinage; ; Piscine, Parking; Transfert possible; Pension complète; 2/6/2024; 3/6/2024; -99; 59; 3; 7124
Moscou; 5; Cabane dans un arbre; Jardinage, Donner des cours d anglais; Pas d animaux; Blanchissage, Wifi, Parking; Transfert possible; Petit déjeuner; 13/5/2023; 20/5/2023; -99; 99; 3; 7125
Strasbourg; 4; Cabane dans un arbre; Bricolage, Babysitting; Pas d animaux; Blanchissage; Pas de transfert; Petit déjeuner; 11/5/2023; 18/5/2023; -99; 87; 1; 7126
Avignon; 4; Tente; Babysitting, Promener les chiens; Non fumeur; Wifi, Blanchissage; Transfert possible; Demi-pension; 30/6/2024; 31/7/2024; -99; 75; 1; 7127
Strasbourg; 3; Cabane dans un arbre; Donner des cours d anglais, Bricolage; Pas d animaux; Balade à cheval; Pas de transfert; Petit déjeuner; 7/3/2023; 8/3/2023; -99; 72; 3; 7128
Chartres; 2; Tente; Jardinage, Babysitting; Pas d animaux; Parking, Wifi, Blanchissage; Pas de transfert; Demi-pension; 12/6/2024; 21/6/2024; -99; 89; 2; 7129
Marseille; 4; Tente; Babysitting, Jardinage; ; Wifi; Transfert possible; Petit déjeuner; 21/7/2024; 24/7/2024; -99; 47; 3; 7130
Chartres; 3; Cabane dans un arbre; Donner des cours d anglais, Promener les chiens; Pas d animaux, Non fumeur; Blanchissage, Wifi; Transfert possible; Pension complète; 25/9/2024; 26/9/2024; -99; 1; 1; 7131
Moscou; 3; Chambre; Jardinage; Non fumeur, Pas d animaux; Piscine; Pas de transfert; Petit déjeuner; 9/7/2023; 20/7/2023; -99; 11; 2; 7132
Seville; 3; Tente; Bricolage; Pas d animaux; Piscine, Balade à cheval, Parking; Pas de transfert; Petit déjeuner; 11/10/2022; 13/10/2022; -99; 62; 2; 7133
Moscou; 3; Cabane dans un arbre; Babysitting, Bricolage; Non fumeur, Pas d animaux; Wifi, Blanchissage; Pas de transfert; Demi-pension; 6/12/2023; 8/12/2023; -99; 78; 2; 7134
Marseille; 4; Chambre; Jardinage, Bricolage; Non fumeur, Pas d animaux; Wifi; Transfert possible; Demi-pension; 25/8/2024; 26/8/2024; -99; 17; 3; 7135
Moscou; 6; Chambre; Jardinage; Non fumeur, Pas d animaux; Parking, Blanchissage, Piscine; Transfert possible; Pension complète; 19/6/2024; 28/6/2024; -99; 99; 1; 7136
Paris; 4; Tente; Donner des cours d anglais; Pas d animaux, Non fumeur; Balade à cheval, Wifi, Blanchissage; Transfert possible; Demi-pension; 24/9/2022; 25/9/2022; -99; 18; 1; 7137
Toulouse; 3; Tente; Promener les chiens, Bricolage; ; Parking, Piscine, Balade à cheval; Transfert possible; Pension complète; 18/4/2023; 19/4/2023; -99; 50; 3; 7138
Seville; 2; Tente; Bricolage; Non fumeur; Piscine; Transfert possible; Pension complète; 15/5/2022; 21/5/2022; -99; 78; 1; 7139
Paris; 2; Tente; Jardinage, Bricolage; ; Wifi, Parking, Balade à cheval; Transfert possible; Petit déjeuner; 14/8/2023; 29/8/2023; -99; 94; 3; 7140
Marseille; 6; Chambre; Babysitting; ; Piscine; Transfert possible; Petit déjeuner; 14/8/2023; 30/8/2023; -99; 23; 2; 7141
Chartres; 5; Tente; Donner des cours d anglais, Bricolage; Pas d animaux; Piscine; Pas de transfert; Pension complète; 29/11/2022; 30/11/2022; -99; 8; 2; 7142
Marseille; 6; Tente; Babysitting, Promener les chiens; Pas d animaux; Parking; Transfert possible; Demi-pension; 10/2/2024; 30/2/2024; -99; 30; 1; 7143
Chartres; 6; Chambre; Jardinage; Pas d animaux, Non fumeur; Wifi, Piscine, Parking; Transfert possible; Pension complète; 2/9/2022; 18/9/2022; -99; 48; 1; 7144
Draguignan; 5; Tente; Jardinage; ; Piscine, Blanchissage, Parking; Transfert possible; Petit déjeuner; 24/5/2023; 25/5/2023; -99; 97; 1; 7145
Strasbourg; 4; Chambre; Babysitting, Promener les chiens; Pas d animaux; Balade à cheval; Transfert possible; Demi-pension; 15/2/2024; 17/2/2024; -99; 51; 2; 7146
Marseille; 4; Cabane dans un arbre; Babysitting; Non fumeur; Wifi; Transfert possible; Demi-pension; 30/7/2024; 31/7/2024; -99; 55; 2; 7147
Strasbourg; 6; Tente; Babysitting; ; Piscine; Transfert possible; Pension complète; 14/1/2023; 15/1/2023; -99; 8; 3; 7148
Strasbourg; 2; Chambre; Donner des cours d anglais; ; Blanchissage, Balade à cheval; Pas de transfert; Demi-pension; 23/8/2022; 24/8/2022; -99; 50; 3; 7149
Avignon; 2; Cabane dans un arbre; Bricolage, Jardinage; ; Balade à cheval, Piscine, Blanchissage; Transfert possible; Petit déjeuner; 24/3/2024; 25/3/2024; -99; 48; 1; 7150
Chartres; 6; Cabane dans un arbre; Promener les chiens; Pas d animaux; Balade à cheval; Pas de transfert; Petit déjeuner; 17/11/2022; 31/11/2022; -99; 84; 3; 7151
Avignon; 2; Chambre; Bricolage, Donner des cours d anglais; Pas d animaux; Parking, Blanchissage; Pas de transfert; Petit déjeuner; 1/10/2023; 12/10/2023; -99; 63; 3; 7152
Draguignan; 6; Tente; Bricolage, Jardinage; Pas d animaux, Non fumeur; Piscine; Pas de transfert; Pension complète; 6/1/2023; 21/1/2023; -99; 46; 1; 7153
Strasbourg; 5; Tente; Bricolage, Babysitting; Pas d animaux; Piscine, Wifi, Blanchissage; Pas de transfert; Pension complète; 1/12/2024; 27/12/2024; -99; 21; 1; 7154
Toulouse; 4; Chambre; Bricolage; Non fumeur; Blanchissage, Wifi, Piscine; Pas de transfert; Petit déjeuner; 15/9/2022; 16/9/2022; -99; 23; 1; 7155
Paris; 2; Chambre; Donner des cours d anglais, Babysitting; Pas d animaux, Non fumeur; Blanchissage, Balade à cheval; Pas de transfert; Demi-pension; 31/7/2022; 32/7/2022; -99; 59; 2; 7156
Toulouse; 4; Tente; Bricolage; Pas d animaux, Non fumeur; Parking; Transfert possible; Petit déjeuner; 24/10/2024; 25/10/2024; -99; 50; 3; 7157
Toulouse; 2; Tente; Donner des cours d anglais, Bricolage; Non fumeur, Pas d animaux; Balade à cheval, Blanchissage, Wifi; Pas de transfert; Petit déjeuner; 9/6/2024; 12/6/2024; -99; 3; 1; 7158
Marseille; 4; Cabane dans un arbre; Jardinage, Donner des cours d anglais; ; Blanchissage, Balade à cheval; Transfert possible; Pension complète; 26/9/2023; 27/9/2023; -99; 32; 1; 7159
Chartres; 3; Cabane dans un arbre; Donner des cours d anglais; Pas d animaux, Non fumeur; Blanchissage, Parking, Wifi; Pas de transfert; Demi-pension; 30/5/2024; 31/5/2024; -99; 39; 2; 7160
Draguignan; 4; Cabane dans un arbre; Jardinage; ; Parking; Transfert possible; Demi-pension; 12/12/2023; 15/12/2023; -99; 99; 1; 7161
Moscou; 4; Cabane dans un arbre; Jardinage, Donner des cours d anglais; Pas d animaux, Non fumeur; Blanchissage, Wifi, Balade à cheval; Transfert possible; Pension complète; 14/5/2024; 15/5/2024; -99; 22; 1; 7162
Avignon; 3; Cabane dans un arbre; Promener les chiens; Non fumeur; Parking, Blanchissage; Transfert possible; Pension complète; 8/12/2023; 13/12/2023; -99; 11; 3; 7163
Seville; 5; Tente; Jardinage; Pas d animaux; Parking; Transfert possible; Demi-pension; 14/12/2024; 27/12/2024; -99; 53; 2; 7164
Berlin; 3; Chambre; Bricolage, Babysitting; Non fumeur, Pas d animaux; Balade à cheval, Parking; Pas de transfert; Demi-pension; 28/12/2022; 29/12/2022; -99; 1; 3; 7165
Paris; 6; Cabane dans un arbre; Bricolage, Jardinage; Pas d animaux, Non fumeur; Wifi; Pas de transfert; Petit déjeuner; 14/7/2024; 15/7/2024; -99; 10; 3; 7166
Seville; 2; Tente; Bricolage; Pas d animaux, Non fumeur; Piscine; Pas de transfert; Pension complète; 31/3/2023; 32/3/2023; -99; 9; 1; 7167
Paris; 5; Tente; Babysitting, Donner des cours d anglais; Pas d animaux; Parking, Balade à cheval; Pas de transfert; Petit déjeuner; 11/3/2023; 12/3/2023; -99; 99; 1; 7168
Avignon; 3; Cabane dans un arbre; Bricolage, Jardinage; ; Balade à cheval, Blanchissage, Piscine; Transfert possible; Demi-pension; 9/10/2023; 27/10/2023; -99; 56; 3; 7169
Moscou; 3; Cabane dans un arbre; Bricolage; Non fumeur, Pas d animaux; Wifi, Blanchissage, Parking; Pas de transfert; Pension complète; 2/4/2022; 8/4/2022; -99; 43; 1; 7170
Avignon; 3; Tente; Babysitting; ; Piscine, Balade à cheval, Parking; Pas de transfert; Demi-pension; 26/8/2023; 27/8/2023; -99; 47; 1; 7171
Draguignan; 3; Cabane dans un arbre; Promener les chiens, Babysitting; ; Piscine, Parking; Transfert possible; Demi-pension; 13/4/2022; 31/4/2022; -99; 54; 3; 7172
Chartres; 3; Cabane dans un arbre; Babysitting, Donner des cours d anglais; Pas d animaux; Blanchissage; Pas de transfert; Demi-pension; 12/9/2023; 31/9/2023; -99; 44; 3; 7173
Chartres; 6; Cabane dans un arbre; Bricolage, Donner des cours d anglais; Pas d animaux, Non fumeur; Parking, Wifi, Piscine; Transfert possible; Pension complète; 4/10/2024; 30/10/2024; -99; 35; 2; 7174
Marseille; 6; Tente; Jardinage, Donner des cours d anglais; Non fumeur; Blanchissage; Pas de transfert; Pension complète; 25/2/2024; 28/2/2024; -99; 13; 1; 7175
Paris; 6; Tente; Donner des cours d anglais; ; Piscine, Parking, Wifi; Pas de transfert; Pension complète; 29/9/2022; 30/9/2022; -99; 5; 2; 7176
Draguignan; 5; Chambre; Babysitting; Non fumeur, Pas d animaux; Piscine, Blanchissage, Wifi; Pas de transfert; Petit déjeuner; 17/10/2024; 24/10/2024; -99; 82; 1; 7177
Avignon; 3; Tente; Promener les chiens; ; Parking; Transfert possible; Pension complète; 22/1/2023; 23/1/2023; -99; 41; 1; 7178
Paris; 5; Cabane dans un arbre; Promener les chiens, Jardinage; Pas d animaux; Piscine, Blanchissage; Pas de transfert; Demi-pension; 25/6/2024; 26/6/2024; -99; 77; 2; 7179
Draguignan; 4; Chambre; Donner des cours d anglais; Pas d animaux, Non fumeur; Blanchissage; Pas de transfert; Petit déjeuner; 11/2/2024; 26/2/2024; -99; 62; 1; 7180
Draguignan; 6; Cabane dans un arbre; Donner des cours d anglais; ; Parking; Transfert possible; Petit déjeuner; 8/6/2023; 23/6/2023; -99; 49; 3; 7181
Seville; 4; Cabane dans un arbre; Babysitting; ; Blanchissage; Pas de transfert; Petit déjeuner; 20/10/2022; 21/10/2022; -99; 81; 1; 7182
Toulouse; 5; Tente; Jardinage, Bricolage; Pas d animaux, Non fumeur; Blanchissage, Piscine, Wifi; Pas de transfert; Pension complète; 19/5/2022; 20/5/2022; -99; 72; 3; 7183
Berlin; 2; Chambre; Bricolage; ; Blanchissage; Pas de transfert; Petit déjeuner; 3/10/2022; 15/10/2022; -99; 26; 1; 7184
Moscou; 4; Tente; Bricolage; Non fumeur; Blanchissage, Piscine, Balade à cheval; Transfert possible; Demi-pension; 27/4/2023; 28/4/2023; -99; 97; 3; 7185
Moscou; 3; Chambre; Promener les chiens; ; Parking, Wifi, Blanchissage; Pas de transfert; Demi-pension; 11/5/2022; 23/5/2022; -99; 33; 3; 7186
Berlin; 5; Cabane dans un arbre; Donner des cours d anglais, Jardinage; Non fumeur, Pas d animaux; Piscine, Wifi, Parking; Pas de transfert; Petit déjeuner; 15/3/2024; 28/3/2024; -99; 23; 2; 7187
Paris; 3; Tente; Bricolage; Non fumeur, Pas d animaux; Wifi; Transfert possible; Petit déjeuner; 2/11/2022; 28/11/2022; -99; 86; 3; 7188
Strasbourg; 6; Tente; Promener les chiens, Bricolage; Pas d animaux, Non fumeur; Parking; Transfert possible; Demi-pension; 8/5/2024; 9/5/2024; -99; 71; 2; 7189
Moscou; 3; Chambre; Babysitting; Non fumeur; Parking; Transfert possible; Petit déjeuner; 9/10/2023; 20/10/2023; -99; 29; 1; 7190
Seville; 4; Tente; Babysitting; ; Parking; Pas de transfert; Demi-pension; 19/9/2024; 27/9/2024; -99; 60; 2; 7191
Berlin; 5; Tente; Promener les chiens, Bricolage; Pas d animaux, Non fumeur; Parking, Balade à cheval; Pas de transfert; Demi-pension; 31/7/2024; 32/7/2024; -99; 58; 3; 7192
Chartres; 6; Cabane dans un arbre; Bricolage; ; Wifi, Blanchissage; Pas de transfert; Demi-pension; 29/7/2023; 30/7/2023; -99; 33; 3; 7193
Paris; 2; Tente; Promener les chiens; Pas d animaux, Non fumeur; Piscine, Parking; Pas de transfert; Demi-pension; 29/12/2023; 30/12/2023; -99; 91; 2; 7194
Avignon; 3; Cabane dans un arbre; Promener les chiens, Jardinage; ; Wifi, Parking, Piscine; Transfert possible; Demi-pension; 6/10/2022; 11/10/2022; -99; 89; 1; 7195
Paris; 2; Cabane dans un arbre; Bricolage; Pas d animaux, Non fumeur; Wifi, Piscine, Balade à cheval; Transfert possible; Petit déjeuner; 4/7/2022; 8/7/2022; -99; 67; 3; 7196
Chartres; 2; Tente; Promener les chiens; Non fumeur; Balade à cheval, Parking, Wifi; Pas de transfert; Petit déjeuner; 28/10/2022; 29/10/2022; -99; 87; 1; 7197
Toulouse; 3; Chambre; Bricolage; Pas d animaux, Non fumeur; Wifi, Parking; Pas de transfert; Pension complète; 23/3/2024; 24/3/2024; -99; 39; 3; 7198
Draguignan; 4; Tente; Promener les chiens, Bricolage; Non fumeur, Pas d animaux; Parking, Blanchissage; Pas de transfert; Pension complète; 27/10/2022; 28/10/2022; -99; 65; 1; 7199
Strasbourg; 3; Cabane dans un arbre; Babysitting, Jardinage; Pas d animaux; Piscine; Transfert possible; Demi-pension; 11/6/2024; 12/6/2024; -99; 36; 3; 7200
Draguignan; 2; Chambre; Jardinage; Non fumeur; Parking; Transfert possible; Pension complète; 20/8/2024; 31/8/2024; -99; 86; 3; 7201
Seville; 2; Tente; Bricolage; ; Piscine, Balade à cheval, Blanchissage; Pas de transfert; Demi-pension; 28/2/2024; 29/2/2024; -99; 36; 3; 7202
Draguignan; 6; Cabane dans un arbre; Donner des cours d anglais; ; Wifi, Piscine; Transfert possible; Demi-pension; 17/3/2024; 18/3/2024; -99; 41; 1; 7203
Chartres; 2; Chambre; Jardinage, Promener les chiens; Pas d animaux, Non fumeur; Wifi; Pas de transfert; Demi-pension; 20/1/2023; 21/1/2023; -99; 41; 1; 7204
Draguignan; 2; Chambre; Bricolage, Promener les chiens; Non fumeur, Pas d animaux; Wifi; Pas de transfert; Demi-pension; 12/11/2022; 16/11/2022; -99; 14; 3; 7205
Moscou; 4; Chambre; Jardinage, Donner des cours d anglais; Pas d animaux; Wifi, Piscine, Blanchissage; Transfert possible; Petit déjeuner; 9/6/2022; 15/6/2022; -99; 11; 3; 7206
Strasbourg; 3; Tente; Jardinage; Non fumeur, Pas d animaux; Wifi; Transfert possible; Petit déjeuner; 10/9/2024; 27/9/2024; -99; 67; 3; 7207
Marseille; 2; Tente; Babysitting, Donner des cours d anglais; ; Wifi, Balade à cheval; Transfert possible; Pension complète; 30/6/2022; 31/7/2022; -99; 79; 2; 7208
Marseille; 2; Tente; Jardinage, Babysitting; ; Parking, Wifi; Pas de transfert; Demi-pension; 15/8/2023; 16/8/2023; -99; 42; 3; 7209
Strasbourg; 2; Chambre; Promener les chiens; Pas d animaux, Non fumeur; Balade à cheval, Wifi; Transfert possible; Demi-pension; 28/10/2022; 29/10/2022; -99; 1; 2; 7210
Avignon; 6; Chambre; Promener les chiens, Bricolage; Non fumeur, Pas d animaux; Wifi; Pas de transfert; Petit déjeuner; 23/1/2023; 26/1/2023; -99; 82; 2; 7211
Draguignan; 4; Cabane dans un arbre; Bricolage; Non fumeur; Balade à cheval; Pas de transfert; Pension complète; 2/10/2022; 14/10/2022; -99; 100; 1; 7212
Berlin; 4; Tente; Promener les chiens; Pas d animaux, Non fumeur; Blanchissage, Parking; Transfert possible; Pension complète; 9/2/2023; 18/2/2023; -99; 10; 1; 7213
Berlin; 4; Tente; Donner des cours d anglais, Bricolage; ; Balade à cheval, Piscine, Wifi; Transfert possible; Demi-pension; 10/9/2022; 11/9/2022; -99; 17; 3; 7214
Toulouse; 6; Chambre; Bricolage; Non fumeur, Pas d animaux; Parking, Piscine; Pas de transfert; Petit déjeuner; 5/10/2022; 15/10/2022; -99; 4; 1; 7215
Toulouse; 5; Chambre; Jardinage, Bricolage; Non fumeur, Pas d animaux; Balade à cheval, Piscine, Wifi; Transfert possible; Demi-pension; 19/10/2023; 20/10/2023; -99; 11; 3; 7216
Toulouse; 4; Tente; Bricolage, Babysitting; Pas d animaux; Wifi, Blanchissage; Pas de transfert; Demi-pension; 8/6/2024; 28/6/2024; -99; 53; 1; 7217
Avignon; 4; Cabane dans un arbre; Bricolage; ; Balade à cheval; Pas de transfert; Demi-pension; 27/4/2023; 28/4/2023; -99; 78; 3; 7218
Toulouse; 4; Chambre; Bricolage, Jardinage; Pas d animaux, Non fumeur; Blanchissage; Pas de transfert; Petit déjeuner; 25/11/2024; 26/11/2024; -99; 100; 3; 7219
Draguignan; 2; Cabane dans un arbre; Bricolage; Non fumeur; Parking, Piscine, Balade à cheval; Pas de transfert; Demi-pension; 9/9/2022; 22/9/2022; -99; 49; 2; 7220
Strasbourg; 5; Chambre; Promener les chiens, Babysitting; ; Blanchissage; Transfert possible; Petit déjeuner; 4/2/2023; 5/2/2023; -99; 1; 3; 7221
Toulouse; 6; Cabane dans un arbre; Jardinage; Pas d animaux; Balade à cheval; Transfert possible; Petit déjeuner; 16/4/2022; 17/4/2022; -99; 81; 3; 7222
Marseille; 4; Chambre; Promener les chiens; Non fumeur; Wifi, Blanchissage, Balade à cheval; Transfert possible; Petit déjeuner; 16/10/2022; 17/10/2022; -99; 20; 3; 7223
Toulouse; 4; Tente; Babysitting; Non fumeur; Blanchissage, Parking; Pas de transfert; Petit déjeuner; 2/4/2024; 15/4/2024; -99; 75; 1; 7224
Avignon; 6; Cabane dans un arbre; Promener les chiens, Bricolage; Pas d animaux; Balade à cheval; Transfert possible; Petit déjeuner; 26/12/2023; 27/12/2023; -99; 78; 2; 7225
Paris; 5; Chambre; Babysitting, Promener les chiens; Pas d animaux, Non fumeur; Blanchissage, Parking, Piscine; Pas de transfert; Pension complète; 31/10/2024; 32/10/2024; -99; 13; 1; 7226
Chartres; 4; Tente; Promener les chiens; Non fumeur; Blanchissage; Pas de transfert; Petit déjeuner; 13/8/2024; 30/8/2024; -99; 83; 3; 7227
